timestamp_iso,price_gbp_per_mwh
2024-04-01T00:00:00Z,56.78
2024-04-01T00:30:00Z,52.11
2024-04-01T01:00:00Z,55.73
2024-04-01T01:30:00Z,54.26
2024-04-01T02:00:00Z,61.53
